node_index,node_id_asli,pagerank
112,135,3.514012193318461e-05
113,136,2.070736306557564e-05
114,137,2.070736306557564e-05
115,138,2.070736306557564e-05
116,139,2.070736306557564e-05
117,141,2.972057383695943e-05
118,142,0.00014313965449810724
119,145,8.152086095555195e-05
120,146,5.338531478631459e-05
121,147,2.2203390075363575e-05
122,148,7.442024298613478e-05
123,149,3.979102062151456e-05
124,150,2.070736306557564e-05
125,151,2.7438570892079396e-05
126,152,2.070736306557564e-05
127,153,2.070736306557564e-05
128,154,2.070736306557564e-05
129,155,4.051439862771535e-05
130,156,2.070736306557564e-05
131,157,4.7323119187987083e-05
132,158,2.070736306557564e-05
133,159,5.7678421266239556e-05
134,160,2.070736306557564e-05
135,161,3.699531243514997e-05
136,163,8.222030365230206e-05
137,164,0.00013804799633132376
138,165,2.070736306557564e-05
139,167,2.070736306557564e-05
140,168,2.5495338315604283e-05
141,169,2.070736306557564e-05
142,171,2.070736306557564e-05
143,172,2.070736306557564e-05
144,173,2.070736306557564e-05
145,174,2.7496721592485663e-05
146,175,2.070736306557564e-05
147,176,0.00013804799633132362
148,178,3.7419892627034464e-05
149,179,2.070736306557564e-05
150,180,6.071781201386906e-05
151,181,4.3372713632154114e-05
152,182,2.070736306557564e-05
153,183,0.0019462631779877963
154,184,2.070736306557564e-05
155,185,3.696254146594835e-05
156,186,2.342962100596247e-05
157,187,5.879624404062095e-05
158,189,2.070736306557564e-05
159,190,3.4075410542811716e-05
160,191,2.070736306557564e-05
161,192,4.423966225864538e-05
162,193,0.00010279724902789795
163,194,3.287770644058598e-05
164,195,2.070736306557564e-05
165,196,0.00019933147362243204
166,197,2.4618536704513806e-05
167,198,2.070736306557564e-05
168,199,4.258527147380671e-05
169,200,2.9554293129566046e-05
170,201,2.070736306557564e-05
171,202,8.401709257327236e-05
172,203,2.070736306557564e-05
173,204,2.5225232175878034e-05
174,205,4.375327034145903e-05
175,206,2.9234376182983057e-05
176,207,2.9062706929064397e-05
177,208,0.00015493154181509244
178,209,2.070736306557564e-05
179,210,3.9136206888977805e-05
180,211,0.0006872243218430776
181,213,2.3309546547332464e-05
182,214,4.289800008889842e-05
183,215,2.5295790626838762e-05
184,216,2.070736306557564e-05
185,217,2.070736306557564e-05
186,219,2.070736306557564e-05
187,220,2.070736306557564e-05
188,221,2.070736306557564e-05
189,222,6.126784488121388e-05
190,223,0.00013804799633132354
191,224,3.548033070332853e-05
192,225,5.551635182204189e-05
193,226,2.070736306557564e-05
194,227,2.070736306557564e-05
195,228,0.0001380479963313236
196,230,2.3651351875325323e-05
197,232,3.0738629950068065e-05
198,233,2.7272317708593018e-05
199,235,2.070736306557564e-05
200,236,2.5748183957977386e-05
201,237,3.732819724611147e-05
202,238,2.070736306557564e-05
203,239,3.935923995807832e-05
204,240,2.070736306557564e-05
205,242,4.9700132952739545e-05
206,243,2.070736306557564e-05
207,245,2.5648737724360373e-05
208,246,2.070736306557564e-05
209,247,2.070736306557564e-05
210,249,6.279351660461917e-05
211,251,2.070736306557564e-05
212,252,2.9801869315186894e-05
213,254,2.070736306557564e-05
214,255,6.898978305890185e-05
215,256,2.070736306557564e-05
216,258,2.457188186736124e-05
217,260,2.070736306557564e-05
218,261,7.796206852879493e-05
219,262,2.070736306557564e-05
220,265,8.038978278344274e-05
221,266,2.3906015863434194e-05
222,267,2.070736306557564e-05
223,268,2.070736306557564e-05
224,269,6.583741730630583e-05
225,270,2.070736306557564e-05
226,271,2.070736306557564e-05
227,272,0.0001380479963313236
228,273,2.070736306557564e-05
229,275,2.070736306557564e-05
230,276,2.070736306557564e-05
231,277,2.070736306557564e-05
232,278,0.00010652041962105352
233,279,4.733126152913095e-05
234,280,0.00015016327467886635
235,282,2.070736306557564e-05
236,283,3.683028241042343e-05
237,284,0.00020309844350627896
238,285,6.393652630579553e-05
239,288,3.441504957121355e-05
240,289,3.742274111090108e-05
241,290,2.7464218058419953e-05
242,291,2.070736306557564e-05
243,292,2.070736306557564e-05
244,293,2.070736306557564e-05
245,294,2.070736306557564e-05
246,295,2.070736306557564e-05
247,296,5.056988262467441e-05
248,297,2.070736306557564e-05
249,298,3.121197157900973e-05
250,299,4.761729800106302e-05
251,300,4.6002606415439535e-05
252,301,2.070736306557564e-05
253,303,0.00010081683449790744
254,305,5.174350821509918e-05
255,306,0.00013804799633132365
256,307,2.070736306557564e-05
257,308,8.753016038478028e-05
258,309,0.00016903250166147533
259,310,4.0454270580034835e-05
260,311,2.070736306557564e-05
261,312,5.286758954592829e-05
262,314,4.7808497306563036e-05
263,316,2.3543418169491782e-05
264,317,4.5002041674433856e-05
265,318,3.5555378899938464e-05
266,319,5.5946670830987354e-05
267,320,2.7659631808246014e-05
268,322,3.415175543872615e-05
269,323,2.070736306557564e-05
270,324,2.070736306557564e-05
271,325,2.070736306557564e-05
272,326,2.070736306557564e-05
273,728,2.9690082796848996e-05
274,817,2.4816057812179585e-05
275,1052,4.680055419448079e-05
276,1181,0.00011303488797648949
277,1291,3.76649042972428e-05
278,1517,3.956809055905704e-05
279,1648,8.337547109252912e-05
280,1673,0.0003386918937685733
281,2050,3.0225434171512967e-05
282,2085,3.604777387796196e-05
283,2245,4.144583270338692e-05
284,2351,7.049985748671883e-05
285,2496,3.232699682301209e-05
286,2500,7.093318556606225e-05
287,2575,6.171687909668129e-05
288,2607,0.0002005825782196854
289,2632,6.461631094128464e-05
290,2825,0.00020373637891152324
291,2889,2.7280586371407955e-05
292,2912,0.00013153126653000434
293,2937,0.00012489448562103935
294,3085,3.0112084730383214e-05
295,3170,0.0008793842094748941
296,3339,0.000284354570357113
297,3561,3.979102062151456e-05
298,3677,0.0001254453812084874
299,3694,0.00010306992085691727
300,4027,0.00022553013137100543
301,4051,2.2632292823753627e-05
302,4329,2.2005455987554248e-05
303,4361,0.00016455725687137288
304,4581,3.147272677776789e-05
305,4653,3.0117044121774424e-05
306,4694,2.871772656316315e-05
307,5004,0.00018155876541361277
308,5225,0.0001373060139567919
309,5336,0.0001497615415443621
310,5407,3.5534597428685545e-05
311,5408,5.394541394712716e-05
312,5534,4.777550298246531e-05
313,5654,0.00016055939030968207
314,5667,2.987839325113525e-05
315,5740,2.4991258791326685e-05
316,5756,6.733315487369224e-05
317,5772,4.3285015364035215e-05
318,5899,0.00015215938026127466
319,5974,3.067808450125676e-05
320,6035,4.420112586138536e-05
321,6082,7.078319845335605e-05
322,6236,6.419344562029025e-05
323,6345,0.00012463367402447577
324,6658,0.00034549628007448746
325,6723,3.3904828889190324e-05
326,6958,7.008670523050275e-05
327,6975,2.5495338315604283e-05
328,7124,7.778307545123076e-05
329,7131,0.00019325362079320398
330,7186,4.852469014172908e-05
331,7235,4.704860008181623e-05
332,7244,5.7689563250101504e-05
333,7314,0.001276263539936639
334,7550,0.00012230909767971772
335,7969,0.00011030416286224381
336,8207,3.3561189585584684e-05
337,8316,0.000271796756803972
338,8468,3.7445639909128336e-05
339,8517,0.00021954842499616892
340,8731,0.00016327618985686657
341,8834,0.0001739987012426872
342,8969,0.00011040149771158296
343,9088,0.00020309844350627896
344,9111,0.0003242239893122371
345,9141,4.895150426648824e-05
346,9223,4.0565822423084545e-05
347,9262,2.4975668632935207e-05
348,9299,0.00011680794187467539
349,9310,5.427489452115671e-05
350,9533,0.00016408005149774608
351,9579,4.7205508111682835e-05
352,9652,8.152086095555195e-05
353,9676,4.063917903483498e-05
354,9716,8.416729771907698e-05
355,9825,4.5407608305095376e-05
356,9902,4.087598069977286e-05
357,9925,3.310684248634226e-05
358,10009,7.541236595965966e-05
359,10059,4.264007391131344e-05
360,10245,3.0056469727159572e-05
361,10359,0.00012450982470557195
362,10440,0.00017739284494256336
363,10442,6.991138200403626e-05
364,10466,3.708331531391512e-05
365,10702,3.0225434171512967e-05
366,10777,0.00021550636770012484
367,10778,0.0005267321042980871
368,10848,3.7445639909128336e-05
369,10897,9.192202927497518e-05
370,11048,3.514012193318461e-05
371,11160,5.560320256341091e-05
372,11314,2.5250688292500788e-05
373,11342,0.00030280220927615936
374,11448,2.553054877654546e-05
375,11535,6.884069297584745e-05
376,11630,2.282573958227669e-05
377,11639,0.0002422237788826767
378,11719,0.00010502617767243763
379,11779,0.0001309820960253362
380,11911,6.68110954009048e-05
381,11958,0.0003872050947430664
382,12108,0.00022314739494816552
383,12199,3.6448067181570136e-05
384,12423,0.00013309438925767579
385,12444,3.0506354194045813e-05
386,12574,3.681571518904902e-05
387,12681,4.666719351783711e-05
388,12833,3.822211283729752e-05
389,12886,2.8357293434152654e-05
390,12976,2.5416795335655467e-05
391,13067,3.086430746711501e-05
392,13071,4.422322640003753e-05
393,13285,2.3103101085432273e-05
394,13505,0.0003576772241906252
395,13587,8.052580120456911e-05
396,13593,0.0003210709345816228
397,13603,7.120257654754862e-05
398,13714,5.9308336835048076e-05
399,13734,9.599445161730971e-05
400,13809,0.00018779285673982846
401,13825,0.0003004265995528085
402,14225,6.285504275771459e-05
403,14396,0.00024635253471325363
404,14456,0.00023198951165026354
405,14571,0.0001742270728962211
406,14592,0.00010098154030881662
407,14619,0.00010478057734373545
408,14722,2.539539094538789e-05
409,14791,8.406365355182037e-05
410,15018,0.00011974380145953099
411,15034,0.00019064040732648423
412,15233,2.1444726716668792e-05
413,15236,0.00017618357688628324
414,15259,0.00042733933899571203
415,15281,4.722374850346894e-05
416,15345,0.00015340725004559156
417,15375,7.362542576296673e-05
418,15453,0.00021853717390535595
419,15455,2.5606152014594473e-05
420,15555,8.694439441701561e-05
421,15686,2.3033243914112006e-05
422,15834,3.905675130937862e-05
423,15911,8.383293583662704e-05
424,15943,7.660252401310572e-05
425,15981,0.00027937749282329355
426,16101,0.0009219484623100257
427,16244,4.2102092738392586e-05
428,16347,2.657444967309587e-05
429,16563,2.8551197682157358e-05
430,16586,2.158742605670367e-05
431,16709,4.36318574731916e-05
432,16991,7.007168607427304e-05
433,17047,2.3078643936330935e-05
434,17093,0.0001528059868103707
435,17098,7.550303864210918e-05
436,17209,4.684171360902771e-05
437,17320,0.0001299246705790287
438,17334,7.141751392448108e-05
439,17517,0.00033528312674863337
440,17725,4.5456966351471425e-05
441,17783,5.159284936603972e-05
442,17858,0.00015975132959754248
443,17940,2.8178058776272498e-05
444,18138,2.9690082796848996e-05
445,18226,0.00026453811471531996
446,18291,3.35611895855847e-05
447,18500,6.764191454783499e-05
448,18642,0.00010888388551049216
449,18795,0.0002250815703049524
450,18855,2.735114166693463e-05
451,18857,2.536825975258995e-05
452,18907,6.198086386201728e-05
453,18943,3.7638305998825265e-05
454,18953,3.582448471335409e-05
455,19129,5.649253837166817e-05
456,19142,0.00011523705954774755
457,19169,8.416729771907697e-05
458,19238,3.8500743466624704e-05
459,19323,2.7228258108045656e-05
460,19354,6.169793806869346e-05
461,19476,6.0724044174958054e-05
462,19553,3.8151841914159355e-05
463,19576,0.00020319064059015127
464,19604,3.2056450877907634e-05
465,19974,3.76277081116762e-05
466,19976,0.00019174118267643162
467,20007,2.7581811011516183e-05
468,20011,5.31468482549255e-05
469,20072,2.307291936977024e-05
470,20074,2.5171493079878116e-05
471,20483,8.152086095555195e-05
472,20514,0.0008599944182806712
473,20747,0.0001062580127545583
474,20819,2.3235632667497198e-05
475,20835,8.374998842173052e-05
476,20851,7.92364688522672e-05
477,20935,7.632798401290449e-05
478,21018,2.307291936977024e-05
479,21053,2.282573958227669e-05
480,21061,6.502627927020596e-05
481,21154,8.696678303236145e-05
482,21255,0.00010119360134868799
483,21319,7.302400183133066e-05
484,21394,3.3774142593502204e-05
485,21430,4.733126152913095e-05
486,21474,2.282573958227669e-05
487,21527,2.348979630279345e-05
488,21584,6.0675060237835686e-05
489,21585,4.04208582500171e-05
490,21682,0.0002860382914216351
491,22128,0.00021949984068493614
492,22310,0.00023244900682269751
493,22413,0.00011318412153916288
494,22530,3.3282277231784944e-05
495,22538,3.7957000799424616e-05
496,22542,7.788405054297196e-05
497,22677,3.362747601249522e-05
498,22874,4.249262706916146e-05
499,23070,7.078319845335605e-05
500,23097,0.00026471004177363536
501,23227,2.4209580085927228e-05
502,23259,2.5554369536623083e-05
503,23285,2.9040529048502428e-05
504,23422,2.4981504044372718e-05
505,23460,6.149154902117611e-05
506,23653,3.166349198976858e-05
507,23852,4.2423789671558975e-05
508,23995,3.0357192890642092e-05
509,24004,0.0010946223033760191
510,24198,7.707456079544524e-05
511,24275,4.955782025438018e-05
512,24340,0.0006980140387330778
513,24423,0.0002121302468268486
514,24545,3.4725495080318325e-05
515,24562,3.361242049886694e-05
516,24891,0.00011311011224177022
517,24976,2.7092997019338174e-05
518,25197,0.00014901996532605183
519,25279,6.317236634203204e-05
520,25293,4.529057131564484e-05
521,25393,3.397569574393894e-05
522,25410,0.00014502374447162477
523,25721,0.00019161540215765162
524,25744,8.436040960626972e-05
525,25802,0.00013481401285994648
526,25870,5.6905898709965535e-05
527,26122,0.00010775952380251834
528,26248,6.710257076251219e-05
529,26391,2.7291711760845202e-05
530,26454,3.35611895855847e-05
531,26487,5.040669301590301e-05
532,26684,3.249637411751268e-05
533,26883,4.0896125539032264e-05
534,26933,0.0002513772365843778
535,27008,2.735114166693463e-05
536,27022,8.434867190238968e-05
537,27134,4.550252175915388e-05
538,27355,3.137911005563586e-05
539,27362,3.148480202686457e-05
540,27469,5.808429795218291e-05
541,27494,3.249637411751268e-05
542,27751,3.7340778977526165e-05
543,27819,2.735114166693463e-05
544,27821,7.5551429585595e-05
545,27823,3.815140842134119e-05
546,27846,5.008686107708498e-05
547,27920,0.00011548748069395202
548,27924,0.000292398157087685
549,27951,5.423242516661732e-05
550,28040,3.4300332783665134e-05
551,28073,5.338443123008665e-05
552,28226,7.392657339949098e-05
553,28363,0.0001271568813459965
554,28364,0.00010448966779625103
555,28849,2.3056262614758594e-05
556,28909,2.2336800878853135e-05
557,29104,2.423280422569067e-05
558,29273,3.4739668866553934e-05
559,29338,0.00012416541891142711
560,29383,6.5974790165423e-05
561,29433,0.00018955445862224788
562,29792,2.822810736210868e-05
563,29955,4.0919696388488906e-05
564,30082,0.00014871732898894278
565,30115,7.4097522261751e-05
566,30124,2.3311884735831066e-05
567,30320,4.22386275192079e-05
568,30457,2.7459640591826928e-05
569,30538,2.9491026348619012e-05
570,30620,7.796206852879493e-05
571,30862,2.4000514093318006e-05
572,30941,0.00027085800863469367
573,30956,4.117182028114462e-05
574,30957,0.00019745725452458308
575,31108,5.824339207491464e-05
576,31180,0.0002299043039608225
577,31220,0.0003228695777325519
578,31435,0.00013804799633132354
579,31456,5.861497766532e-05
580,31662,5.780735048775417e-05
581,31781,3.930752406225886e-05
582,31782,3.0738629950068065e-05
583,31918,2.9182028179559387e-05
584,32007,2.6744452738294195e-05
585,32163,0.0023827697240728983
586,32199,4.5537431865308524e-05
587,32287,2.9671697096430013e-05
588,32293,2.9062706929064397e-05
589,32306,4.4837179566577e-05
590,32595,0.00010348183925341841
591,32701,0.000132026433208347
592,32823,9.310283239411467e-05
593,32904,9.258000937338931e-05
594,32919,3.124982806445751e-05
595,32921,0.00015481117596036214
596,33023,2.9658843093097783e-05
597,33210,0.00031848761801323347
598,33214,0.00011647333725731782
599,33320,0.00023901716537136637
600,33459,6.698269688444467e-05
601,33461,7.888296970733145e-05
602,33668,3.0506354194045813e-05
603,33829,3.3904828889190324e-05
604,33881,0.00010010802320428537
605,33882,5.7328841764223e-05
606,33902,0.0001098479328377862
607,33907,0.00014983182390592315
608,33995,3.771164887952152e-05
609,33999,0.00017037836936069999
610,34207,6.25277620300275e-05
611,34216,2.362176340451048e-05
612,34291,0.00015263349695920464
613,34315,0.00018058539313308528
614,34341,4.0869015763933796e-05
615,34472,7.761499505848008e-05
616,34546,6.735162307751306e-05
617,34548,3.172068843221751e-05
618,34765,2.821757923540853e-05
619,35290,6.636176945032999e-05
620,35334,2.282573958227669e-05
621,35360,3.370061481014257e-05
622,35398,7.550595939945615e-05
623,35459,0.00015516250179141417
624,35491,2.7254408830423288e-05
625,35722,9.060873129006824e-05
626,35890,7.08005672888334e-05
627,35905,6.866763197685267e-05
628,35979,5.950742992279135e-05
629,36102,5.709421963596257e-05
630,36203,3.3561189585584684e-05
631,36235,6.463319821301621e-05
632,36292,0.0009259264420795921
633,36325,2.8602467386840803e-05
634,36735,7.144662003371814e-05
635,36832,0.0002046932386591363
636,36927,4.94001007136142e-05
637,36960,3.553807646308616e-05
638,37107,0.00015452728068744527
639,37255,2.7228309424659436e-05
640,37346,3.7419892627034464e-05
641,37350,3.771164887952152e-05
642,37377,5.079477601348187e-05
643,37478,3.3864727738941685e-05
644,37520,3.7097083104561075e-05
645,37676,0.0001345517227786115
646,38025,0.00012146991396446044
647,38034,0.00014335312090059347
648,38354,8.038090744387543e-05
649,38359,0.00022314554415600406
650,38397,2.2169123413077633e-05
651,38399,2.8510184110196825e-05
652,38429,3.521283328923833e-05
653,38597,4.8531705430774315e-05
654,38599,0.00010874377795422731
655,38716,7.531463035223654e-05
656,38808,6.162949990000502e-05
657,38839,0.001279680624579369
658,39296,5.9392604981468205e-05
659,39364,0.0008708550726529656
660,39378,0.00013324125952654715
661,39469,0.00010478057734373545
662,39703,3.117164288250346e-05
663,39733,0.00010373904948002979
664,39772,0.00013381160204359096
665,39870,5.9562046833384105e-05
666,39916,0.0003225105884248413
667,40033,0.0003507881267956208
668,40039,3.678326797297124e-05
669,40065,6.101130889335148e-05
670,40079,3.445038002151244e-05
671,40140,5.361213373233234e-05
672,40141,0.00019722766215706292
673,40142,0.00014871732898894278
674,40153,2.9919780958182023e-05
675,40159,5.5476094183551524e-05
676,40274,0.00016256426514635398
677,40379,3.0866896914246784e-05
678,40416,2.8479855347343622e-05
679,40573,9.964554117149311e-05
680,40586,3.681555966608875e-05
681,40646,0.00016650287387387022
682,40756,3.249637411751268e-05
683,40927,4.329564690711907e-05
684,41017,2.557521152299544e-05
685,41121,2.9198914498491908e-05
686,41254,2.510781219921883e-05
687,41297,8.489552205127208e-05
688,41502,5.1875846180921e-05
689,41592,2.6469653243826423e-05
690,41619,8.449416351324096e-05
691,41804,3.0401737898306574e-05
692,41882,4.1562476782329105e-05
693,41909,0.0018487840914832045
694,41944,4.911885860749695e-05
695,41948,3.521527088971357e-05
696,41959,3.230687569192022e-05
697,42021,0.000431594969461405
698,42165,2.7119456042401395e-05
699,42341,6.556596442535563e-05
700,42437,2.7459640591826928e-05
701,42468,5.822689570597019e-05
702,42484,3.1816110239312906e-05
703,42497,2.5409483770420584e-05
704,42606,3.1228362122484864e-05
705,42794,3.7447796702272516e-05
706,42881,4.483717956657704e-05
707,42966,5.7125591245491754e-05
708,43105,3.2221971677704615e-05
709,43245,3.9107841434308626e-05
710,43252,2.4209580085927228e-05
711,43343,0.00019804657289760033
712,43362,6.088653088716332e-05
713,43416,2.5107678021215807e-05
714,43515,0.00015968061940975907
715,43647,3.642039859186626e-05
716,43832,5.621753268288403e-05
717,43847,2.158742605670367e-05
718,43911,0.0003215910610919011
719,43934,3.245719131680424e-05
720,44050,3.2221971677704615e-05
721,44114,0.00014313965449810724
722,44157,8.143809030393924e-05
723,44171,0.00012132146561263647
724,44361,2.7228258108045656e-05
725,44429,4.5407608305095376e-05
726,44695,5.403776986110756e-05
727,44777,3.4115631692253133e-05
728,44788,2.158742605670367e-05
729,44831,5.520207504089494e-05
730,45179,6.269194837305083e-05
731,45391,6.174691161723694e-05
732,45611,2.3355746063933982e-05
733,45703,0.0002434641429320258
734,45798,3.855660722792127e-05
735,45818,0.00014585967013295152
736,45882,2.282573958227669e-05
737,45905,3.299489314783597e-05
738,45917,3.606058797379947e-05
739,46102,7.755126506356232e-05
740,46123,0.0003425144215691489
741,46204,5.096466804373629e-05
742,46251,4.966419296010641e-05
743,46428,2.7552628063026388e-05
744,46642,5.849775257011475e-05
745,46695,3.979102062151456e-05
746,46839,5.802053408176272e-05
747,46853,0.00015493154181509244
748,46874,3.548033070332853e-05
749,46965,0.00026610837438540097
750,46977,5.885608577696575e-05
751,47044,8.490512550462834e-05
752,47080,6.489084083165559e-05
753,47158,4.895310673139975e-05
754,47312,2.862200651399997e-05
755,47401,0.0001295995434722547
756,47468,2.1444726716668792e-05
757,47485,5.90085774262723e-05
758,47823,0.0001852113695979531
759,47995,7.980340753177357e-05
760,48009,7.148949829445583e-05
761,48027,4.0869015763933796e-05
762,48318,2.362176340451048e-05
763,48406,3.553619294855975e-05
764,48423,5.7142457462013883e-05
765,48495,2.313705809912297e-05
766,48626,0.0001597164881995994
767,48630,0.00010509242435098685
768,48729,6.325329354463649e-05
769,48888,0.0009309908969703024
770,49295,4.345765082281131e-05
771,49363,2.7280586371407955e-05
772,49388,6.105977572268571e-05
773,49438,4.653089917878837e-05
774,49495,3.649238564067512e-05
775,49845,0.00015584766301023607
776,49865,5.135169574105047e-05
777,49882,3.2400349178674874e-05
778,49889,3.1702822063276476e-05
779,49944,0.00024103512160018485
780,49975,0.00015289236610629872
781,49988,3.7160031872338e-05
782,50061,4.725448899522149e-05
783,50086,5.169829853372624e-05
784,50192,0.00020172702044494604
785,50462,3.188349585593615e-05
786,50648,4.3944423841917155e-05
787,50661,4.3495358003013054e-05
788,50742,2.4726257276529908e-05
789,50940,3.626760611296709e-05
790,51039,2.3676487366952847e-05
791,51061,0.00019955176382706303
792,51137,0.00010438879681033919
793,51140,4.563851463118169e-05
794,51475,0.00019421956887817163
795,51573,0.000317108026322815
796,51574,3.067808450125676e-05
797,51633,5.2551942951094816e-05
798,51789,3.548980512044675e-05
799,51982,4.3899759061329214e-05
800,51985,2.987721177085082e-05
801,52073,9.935226445137453e-05
802,52105,3.4703923562637286e-05
803,52299,0.00012848765463054033
804,52424,3.312978765884978e-05
805,52546,3.944073871205048e-05
806,52638,8.490512550462834e-05
807,52839,8.052580120456911e-05
808,53051,0.0002301056200375461
809,53219,7.302400183133066e-05
810,53255,3.310958548030222e-05
811,53324,7.796206852879493e-05
812,53335,2.2907520543395714e-05
813,53485,0.00016281417288310985
814,53946,3.0401737898306574e-05
815,53949,3.777297087472186e-05
816,53952,2.5536759999862896e-05
817,53962,7.060495613433508e-05
818,54008,0.0001068818907546638
819,54073,3.362747601249522e-05
820,54147,0.0005068480307481402
821,54450,3.4725495080318325e-05
822,54576,2.901023798003281e-05
823,54596,2.362176340451048e-05
824,54699,3.69954644113204e-05
825,54703,2.9062706929064397e-05
826,54728,0.00023639916440497776
827,55030,0.00029370210789561645
828,55034,3.275543949188373e-05
829,55108,3.272881105484616e-05
830,55139,4.474437189292064e-05
831,55153,3.209289431718493e-05
832,55490,0.0002481610059380111
833,55717,8.634309045766886e-05
834,55760,3.2782872213610214e-05
835,55853,3.790840905892578e-05
836,55948,9.948042811379537e-05
837,56175,4.445268573957941e-05
838,56251,0.00014519398371713892
839,56576,3.739834231656039e-05
840,56596,3.930752406225886e-05
841,56657,4.345765082281131e-05
842,56667,7.02176206045567e-05
843,56794,3.539378245807426e-05
844,56829,2.2061306128849532e-05
845,56833,5.6762061784296696e-05
846,56897,4.630733445136298e-05
847,56944,4.151271947901019e-05
848,57139,2.3269210489517333e-05
849,57181,6.636176945032999e-05
850,57468,4.148031563709211e-05
851,57581,3.7834457695301205e-05
852,57617,0.00022220817453728577
853,57791,0.0003807760155303657
854,57818,3.5213853604205376e-05
855,57901,4.519199678188881e-05
856,58122,5.504374886194378e-05
857,58157,2.7441132390926032e-05
858,58165,2.8479855347343622e-05
859,58224,7.498920839890989e-05
860,58543,2.3033243914112006e-05
861,58620,8.560522537136364e-05
862,58671,3.1816110239312906e-05
863,58726,6.11798944837802e-05
864,59004,9.756308295270575e-05
865,59141,3.548033070332853e-05
866,59330,6.760739352514508e-05
867,59432,3.8151841914159355e-05
868,59448,2.3962868043476266e-05
869,59451,7.283160299246004e-05
870,59462,0.0003880962680668259
871,59475,5.282873212645624e-05
872,59563,7.705725192331349e-05
873,59672,2.8551197682157358e-05
874,59773,2.735114166693463e-05
875,59809,7.69108001831198e-05
876,59868,2.683651507351489e-05
877,59912,7.819426388207474e-05
878,60070,0.00011952437697241787
879,60187,5.65332434406246e-05
880,60196,7.77064630783887e-05
881,60231,0.0001299246705790287
882,60354,0.00010363298824676303
883,60355,3.614156038045641e-05
884,60543,0.0004485799976129349
885,60758,0.0001401339015967465
886,60841,3.643951375364999e-05
887,60876,6.385469099284713e-05
888,60910,5.853096609276328e-05
889,61108,0.00019530291787461747
890,61226,3.275543949188373e-05
